tick,seconds,player,side,status,metal,energy,maxMetal,maxEnergy,metalIncome,energyIncome,metalDemand,energyDemand,units,buildings,army,builders,unitsLost,buildingsLost,idleBuilders,factories,idleFactories,armyMetal,metalProduced,metalExcess,energyProduced,energyExcess,phase
7500,750,0,ARM,alive,0.0,100.0,1000.0,5000.0,0.0,0.0,5.0,50.0,8,4,3,2,0,0,1,1,1,100.0,1500.0,0.0,75000.0,3750.0,mid
7500,750,1,CORE,alive,350.0,3000.0,1000.0,5000.0,2.1,50.0,1.0,10.0,10,5,4,2,0,0,0,1,0,100.0,1575.0,0.0,75000.0,3750.0,mid
7600,760,0,ARM,alive,0.0,100.0,1000.0,5000.0,0.0,0.0,5.0,50.0,8,4,3,2,0,0,1,1,1,100.0,1520.0,0.0,76000.0,3800.0,mid
7600,760,1,CORE,alive,350.0,3000.0,1000.0,5000.0,2.1,50.0,1.0,10.0,10,5,4,2,0,0,0,1,0,100.0,1596.0,0.0,76000.0,3800.0,mid
7700,770,0,ARM,alive,0.0,100.0,1000.0,5000.0,0.0,0.0,5.0,50.0,8,4,3,2,0,0,1,1,1,100.0,1540.0,0.0,77000.0,3850.0,mid
7700,770,1,CORE,alive,350.0,3000.0,1000.0,5000.0,2.1,50.0,1.0,10.0,10,5,4,2,0,0,0,1,0,100.0,1617.0,0.0,77000.0,3850.0,mid
7800,780,0,ARM,alive,0.0,100.0,1000.0,5000.0,0.0,0.0,5.0,50.0,8,4,3,2,0,0,1,1,1,100.0,1560.0,0.0,78000.0,3900.0,mid
7800,780,1,CORE,alive,350.0,3000.0,1000.0,5000.0,2.1,50.0,1.0,10.0,10,5,4,2,0,0,0,1,0,100.0,1638.0,0.0,78000.0,3900.0,mid
7900,790,0,ARM,alive,0.0,100.0,1000.0,5000.0,0.0,0.0,5.0,50.0,8,4,3,2,0,0,1,1,1,100.0,1580.0,0.0,79000.0,3950.0,mid
7900,790,1,CORE,alive,350.0,3000.0,1000.0,5000.0,2.1,50.0,1.0,10.0,10,5,4,2,0,0,0,1,0,100.0,1659.0,0.0,79000.0,3950.0,mid
8000,800,0,ARM,alive,0.0,100.0,1000.0,5000.0,0.0,0.0,5.0,50.0,8,4,3,2,0,0,1,1,1,100.0,1600.0,0.0,80000.0,4000.0,mid
8000,800,1,CORE,alive,350.0,3000.0,1000.0,5000.0,2.1,50.0,1.0,10.0,10,5,4,2,0,0,0,1,0,100.0,1680.0,0.0,80000.0,4000.0,mid
8100,810,0,ARM,alive,0.0,100.0,1000.0,5000.0,0.0,0.0,5.0,50.0,8,4,3,2,0,0,1,1,1,100.0,1620.0,0.0,81000.0,4050.0,mid
8100,810,1,CORE,alive,350.0,3000.0,1000.0,5000.0,2.1,50.0,1.0,10.0,10,5,4,2,0,0,0,1,0,100.0,1701.0,0.0,81000.0,4050.0,mid
8200,820,0,ARM,alive,0.0,100.0,1000.0,5000.0,0.0,0.0,5.0,50.0,8,4,3,2,0,0,1,1,1,100.0,1640.0,0.0,82000.0,4100.0,mid
8200,820,1,CORE,alive,350.0,3000.0,1000.0,5000.0,2.1,50.0,1.0,10.0,10,5,4,2,0,0,0,1,0,100.0,1722.0,0.0,82000.0,4100.0,mid
8300,830,0,ARM,alive,0.0,100.0,1000.0,5000.0,0.0,0.0,5.0,50.0,8,4,3,2,0,0,1,1,1,100.0,1660.0,0.0,83000.0,4150.0,mid
8300,830,1,CORE,alive,350.0,3000.0,1000.0,5000.0,2.1,50.0,1.0,10.0,10,5,4,2,0,0,0,1,0,100.0,1743.0,0.0,83000.0,4150.0,mid
8400,840,0,ARM,alive,0.0,100.0,1000.0,5000.0,0.0,0.0,5.0,50.0,8,4,3,2,0,0,1,1,1,100.0,1680.0,0.0,84000.0,4200.0,mid
8400,840,1,CORE,alive,350.0,3000.0,1000.0,5000.0,2.1,50.0,1.0,10.0,10,5,4,2,0,0,0,1,0,100.0,1764.0,0.0,84000.0,4200.0,mid
8500,850,0,ARM,alive,0.0,100.0,1000.0,5000.0,0.0,0.0,5.0,50.0,8,4,3,2,0,0,1,1,1,100.0,1700.0,0.0,85000.0,4250.0,mid
8500,850,1,CORE,alive,350.0,3000.0,1000.0,5000.0,2.1,50.0,1.0,10.0,10,5,4,2,0,0,0,1,0,100.0,1785.0,0.0,85000.0,4250.0,mid
8600,860,0,ARM,alive,0.0,100.0,1000.0,5000.0,0.0,0.0,5.0,50.0,8,4,3,2,0,0,1,1,1,100.0,1720.0,0.0,86000.0,4300.0,mid
8600,860,1,CORE,alive,350.0,3000.0,1000.0,5000.0,2.1,50.0,1.0,10.0,10,5,4,2,0,0,0,1,0,100.0,1806.0,0.0,86000.0,4300.0,mid
8700,870,0,ARM,alive,0.0,100.0,1000.0,5000.0,0.0,0.0,5.0,50.0,8,4,3,2,0,0,1,1,1,100.0,1740.0,0.0,87000.0,4350.0,mid
8700,870,1,CORE,alive,350.0,3000.0,1000.0,5000.0,2.1,50.0,1.0,10.0,10,5,4,2,0,0,0,1,0,100.0,1827.0,0.0,87000.0,4350.0,mid
8800,880,0,ARM,alive,0.0,100.0,1000.0,5000.0,0.0,0.0,5.0,50.0,8,4,3,2,0,0,1,1,1,100.0,1760.0,0.0,88000.0,4400.0,mid
8800,880,1,CORE,alive,350.0,3000.0,1000.0,5000.0,2.1,50.0,1.0,10.0,10,5,4,2,0,0,0,1,0,100.0,1848.0,0.0,88000.0,4400.0,mid
8900,890,0,ARM,alive,0.0,100.0,1000.0,5000.0,0.0,0.0,5.0,50.0,8,4,3,2,0,0,1,1,1,100.0,1780.0,0.0,89000.0,4450.0,mid
8900,890,1,CORE,alive,350.0,3000.0,1000.0,5000.0,2.1,50.0,1.0,10.0,10,5,4,2,0,0,0,1,0,100.0,1869.0,0.0,89000.0,4450.0,mid
9000,900,0,ARM,alive,0.0,100.0,1000.0,5000.0,0.0,0.0,5.0,50.0,8,4,3,2,0,0,1,1,1,100.0,1800.0,0.0,90000.0,4500.0,mid
9000,900,1,CORE,alive,350.0,3000.0,1000.0,5000.0,2.1,50.0,1.0,10.0,10,5,4,2,0,0,0,1,0,100.0,1890.0,0.0,90000.0,4500.0,mid
